period,year,month,entity_scope,entity_id,metric_id,value_percent,comparability_class,source_artifact,source_url,extracted_at,notes
2022-06,2022,6,line,S42,overall_ranking,91.43,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-06,2022,6,line,S45,punctuality_p3,95.29,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-06,2022,6,line,S45,reliability_zg,93.47,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-06,2022,6,line,S45,overall_ranking,94.38,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-06,2022,6,line,S46,punctuality_p3,91.14,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-06,2022,6,line,S46,reliability_zg,97.93,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-06,2022,6,line,S46,overall_ranking,94.54,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-06,2022,6,line,S47,punctuality_p3,94.40,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-06,2022,6,line,S47,reliability_zg,96.02,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-06,2022,6,line,S47,overall_ranking,95.21,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-06,2022,6,line,S5,punctuality_p3,94.93,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-06,2022,6,line,S5,reliability_zg,94.88,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-06,2022,6,line,S5,overall_ranking,94.91,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-06,2022,6,line,S7,punctuality_p3,93.38,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-06,2022,6,line,S7,reliability_zg,96.31,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-06,2022,6,line,S7,overall_ranking,94.84,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-06,2022,6,line,S75,punctuality_p3,97.08,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-06,2022,6,line,S75,reliability_zg,95.55,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-06,2022,6,line,S75,overall_ranking,96.31,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-06,2022,6,line,S8,punctuality_p3,91.85,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-06,2022,6,line,S8,reliability_zg,96.25,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-06,2022,6,line,S8,overall_ranking,94.05,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-06,2022,6,line,S85,punctuality_p3,92.08,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-06,2022,6,line,S85,reliability_zg,90.20,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-06,2022,6,line,S85,overall_ranking,91.14,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-06,2022,6,line,S9,punctuality_p3,94.69,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-06,2022,6,line,S9,reliability_zg,98.07,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-06,2022,6,line,S9,overall_ranking,96.38,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,network,Gesamtnetz,punctuality_p3,95.63,primary_headline,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,network,Gesamtnetz,reliability_zg,96.52,primary_headline,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Network reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,network,Gesamtnetz,punctuality_p0,74.62,sensitivity,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2022-07,2022,7,line,S1,punctuality_p3,96.93,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S1,reliability_zg,98.82,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S1,overall_ranking,97.88,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S2,punctuality_p3,97.18,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S2,reliability_zg,98.17,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S2,overall_ranking,97.67,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S25,punctuality_p3,96.57,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S25,reliability_zg,98.85,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S25,overall_ranking,97.71,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S26,punctuality_p3,98.63,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S26,reliability_zg,94.25,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S26,overall_ranking,96.44,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S3,punctuality_p3,96.86,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S3,reliability_zg,97.58,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S3,overall_ranking,97.22,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S41,punctuality_p3,94.45,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S41,reliability_zg,93.28,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S41,overall_ranking,93.87,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S42,punctuality_p3,93.73,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S42,reliability_zg,92.43,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S42,overall_ranking,93.08,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S45,punctuality_p3,95.95,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S45,reliability_zg,94.92,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S45,overall_ranking,95.43,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S46,punctuality_p3,94.35,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S46,reliability_zg,98.37,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S46,overall_ranking,96.36,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S47,punctuality_p3,96.09,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S47,reliability_zg,98.70,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S47,overall_ranking,97.39,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S5,punctuality_p3,94.21,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S5,reliability_zg,96.20,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S5,overall_ranking,95.20,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S7,punctuality_p3,95.77,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S7,reliability_zg,97.22,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S7,overall_ranking,96.50,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S75,punctuality_p3,97.13,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S75,reliability_zg,94.93,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S75,overall_ranking,96.03,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S8,punctuality_p3,93.37,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S8,reliability_zg,97.42,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S8,overall_ranking,95.40,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S85,punctuality_p3,93.18,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S85,reliability_zg,88.53,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S85,overall_ranking,90.85,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-07,2022,7,line,S9,punctuality_p3,95.93,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-07,2022,7,line,S9,reliability_zg,98.09,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-07,2022,7,line,S9,overall_ranking,97.01,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-08,2022,8,network,Gesamtnetz,punctuality_p3,93.50,primary_headline,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2022-08,2022,8,network,Gesamtnetz,reliability_zg,93.35,primary_headline,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Network reliability, delivered train-km over scheduled train-km."
2022-08,2022,8,network,Gesamtnetz,punctuality_p0,70.32,sensitivity,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2022-08,2022,8,line,S1,punctuality_p3,95.31,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-08,2022,8,line,S1,reliability_zg,97.86,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-08,2022,8,line,S1,overall_ranking,96.58,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-08,2022,8,line,S2,punctuality_p3,93.78,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-08,2022,8,line,S2,reliability_zg,90.92,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-08,2022,8,line,S2,overall_ranking,92.35,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-08,2022,8,line,S25,punctuality_p3,94.95,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-08,2022,8,line,S25,reliability_zg,98.86,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-08,2022,8,line,S25,overall_ranking,96.91,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-08,2022,8,line,S26,punctuality_p3,96.83,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-08,2022,8,line,S26,reliability_zg,91.72,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-08,2022,8,line,S26,overall_ranking,94.27,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-08,2022,8,line,S3,punctuality_p3,95.38,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-08,2022,8,line,S3,reliability_zg,96.81,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-08,2022,8,line,S3,overall_ranking,96.09,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-08,2022,8,line,S41,punctuality_p3,90.89,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-08,2022,8,line,S41,reliability_zg,88.39,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-08,2022,8,line,S41,overall_ranking,89.64,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
2022-08,2022,8,line,S42,punctuality_p3,89.92,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line punctuality, arrivals no more than 3:59 minutes late."
2022-08,2022,8,line,S42,reliability_zg,87.45,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,"Line reliability, delivered train-km over scheduled train-km."
2022-08,2022,8,line,S42,overall_ranking,88.68,primary_drilldown,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:29:05+00:00,Line overall score published by VBB for comparison.
